period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"K to 2"	"s2_region1_enrh"	720	.16003943	.05853621	.01800461	.02747818	.0117111	.00575021
"K to 2"	"s2_region1_min1"	740	.09687563	.05512972	-99	.02668948	.02032711	-99
"K to 2"	"s2_region1_min2"	300	.14449277	.08155453	-99	.03799483	.0234503	-99
"K to 2"	"s2_region1_min3"	360	.20761885	.05103678	-99	.05605537	.01997516	-99
"K to 2"	"s2_region1_frl1"	580	.08300922	.06002713	-99	.0336402	.02565221	-99
"K to 2"	"s2_region1_frl2"	360	.1290623	.06903696	-99	.01730907	.01937506	-99
"K to 2"	"s2_region1_frl34"	450	.20487221	.05161856	-99	.04119587	.01384565	-99
"K to 2"	"s2_region1_dsize1"	640	.10993276	.04997257	-99	.02077687	.01366321	-99
"K to 2"	"s2_region1_dsize2"	400	.20515604	.08749451	-99	.0470271	.02875579	-99
"K to 2"	"s2_region1_dsize3"	340	.11430269	.0332862	-99	.02464009	.01287614	-99
"K to 2"	"s2_region2_city"	590	.23269294	.07917622	.05060386	.03003706	.01265889	.01594944
"K to 2"	"s2_region2_suburb"	580	.27283953	.12252509	.07037338	.04391919	.05008931	.04165061
"K to 2"	"s2_region2_ruralt"	820	.07643915	.04414503	.01597056	.00677317	.01029989	.00620521
"K to 2"	"s2_region2_enrl"	1230	.19395844	.0620192	.02975188	.02626247	.01006023	.00924909
"K to 2"	"s2_region2_enrh"	750	.15848011	.09728598	.05887959	.03019728	.0294047	.02490309
"K to 2"	"s2_region2_min1"	1290	.10013036	.05608919	.02967042	.01142899	.01095253	.00496715
"K to 2"	"s2_region2_min2"	330	.23860076	.0654496	-99	.03368194	.00770638	-99
"K to 2"	"s2_region2_min3"	360	.34231148	.14366483	.09143914	.05597263	.06255498	.04935046
"K to 2"	"s2_region2_frl1"	500	.20379346	.12160118	.0947012	.06262008	.06095221	.04797487
"K to 2"	"s2_region2_frl2"	790	.11464407	.03812833	.01421149	.03458191	.00979093	.00774309
"K to 2"	"s2_region2_frl34"	710	.2305316	.08968656	.03956621	.02255399	.01474208	.01040076
"K to 2"	"s2_region2_dsize1"	970	.13514832	.09446906	.04240911	.03367662	.0272141	.02004963
"K to 2"	"s2_region2_dsize2"	590	.178359	.03836363	.01766572	.03981693	.01098769	.00880964
"K to 2"	"s2_region2_dsize3"	430	.27257306	.08294455	.06773157	.0221206	.01691109	.01975428
"K to 2"	"s2_region3_city"	840	.25369709	.09924097	.0392349	.03973708	.02100516	.00988775
"K to 2"	"s2_region3_suburb"	1220	.16412807	.05380955	.03383616	.01939352	.01377085	.00716576
"K to 2"	"s2_region3_ruralt"	1490	.19316178	.04668032	.01233395	.03161109	.01021139	.00673764
"K to 2"	"s2_region3_enrl"	1220	.21789119	.06337588	.02395978	.03373305	.01608288	.0101693
"K to 2"	"s2_region3_enrh"	2330	.19095574	.06065416	.0257538	.02254853	.01146809	.00469872
"K to 2"	"s2_region3_min1"	1160	.0924481	.03169885	.02166854	.02146258	.00859333	.00827175
"K to 2"	"s2_region3_min2"	840	.19201481	.04249195	.01610961	.04718353	.01115849	.0054948
"K to 2"	"s2_region3_min3"	1550	.27175754	.09209515	.03301014	.0296621	.01688578	.00855276
"K to 2"	"s2_region3_frl1"	580	.15992582	.09026943	.0466557	.04523319	.03228517	.01147488
"K to 2"	"s2_region3_frl2"	880	.15672049	.04995368	.02736385	.03633749	.01772845	.00891874
"K to 2"	"s2_region3_frl34"	2090	.2232562	.05928529	.01967026	.02512843	.0087786	.00690332
"K to 2"	"s2_region3_dsize1"	730	.21780469	.05907359	-99	.04032057	.01481796	-99
"K to 2"	"s2_region3_dsize2"	1030	.13641363	.04531372	.0244751	.03257184	.01310368	.01180557
"K to 2"	"s2_region3_dsize3"	1790	.22048734	.07150175	.03591537	.02876947	.0171936	.00790404
"K to 2"	"s2_region4_city"	1130	.2368636	.12394194	.05082536	.02814568	.03090421	.0267762
"K to 2"	"s2_region4_suburb"	750	.17358896	.09893098	.02942751	.02850683	.02461727	.00710051
"K to 2"	"s2_region4_ruralt"	530	.21454643	.14500435	.06023828	.05555902	.05071581	.02770138
"K to 2"	"s2_region4_enrl"	910	.18554366	.10738581	.0533107	.02383446	.02642425	.02943888
"K to 2"	"s2_region4_enrh"	1510	.22735227	.12795212	.04146341	.02159606	.02246599	.0107826
"K to 2"	"s2_region4_min1"	990	.13764318	.0886575	.03887615	.03008433	.02228027	.01419124
"K to 2"	"s2_region4_min2"	430	.28879538	.16565159	.09882518	.06091936	.05672331	.05361158
"K to 2"	"s2_region4_min3"	1000	.23861646	.12591344	.02714908	.02058407	.02131264	.00778596
"K to 2"	"s2_region4_frl1"	470	.10576237	.08945241	.02702872	.03908635	.03771658	.01428332
"K to 2"	"s2_region4_frl2"	750	.24877162	.16431908	.08544391	.03693886	.03656305	.03479174
"K to 2"	"s2_region4_frl34"	1200	.22352022	.10321673	.02768442	.01761638	.01701129	.00739623
"K to 2"	"s2_region4_dsize1"	280	.18024797	.12989679	.04024915	.06319833	.06864413	.02426464
"K to 2"	"s2_region4_dsize2"	870	.22910816	.15379005	.06747405	.02609015	.023318	.02657292
"K to 2"	"s2_region4_dsize3"	1200	.20940636	.09379354	.03051335	.02142456	.02166428	.01085115
"K to 2"	"s2_city_enrl"	1160	.24778333	.11271406	.06161133	.03132329	.02569032	.02633584
"K to 2"	"s2_city_enrh"	1810	.21669599	.08862975	.03222645	.01990749	.01409085	.00673974
"K to 2"	"s2_city_min1"	540	.09507507	.05823794	.02793067	.02533465	.01818712	.0176279
"K to 2"	"s2_city_min2"	680	.24641197	.10461854	.06812968	.04909384	.04246859	.03828867
"K to 2"	"s2_city_min3"	1760	.25636333	.10535816	.03751519	.0194579	.01373737	.00701339
"K to 2"	"s2_city_frl1"	340	.16153683	.11383696	.05046448	.052145	.0384251	.02447976
"K to 2"	"s2_city_frl2"	580	.19455399	.12966173	.0770554	.05875049	.05536738	.04973594
"K to 2"	"s2_city_frl34"	2060	.24675493	.08700972	.03338976	.01625903	.0095357	.00637554
"K to 2"	"s2_city_dsize1"	110	.18201676	.17155886	-99	.0936187	.09170514	-99
"K to 2"	"s2_city_dsize2"	670	.20352026	.12459872	.06354903	.0429815	.04394349	.04217348
"K to 2"	"s2_city_dsize3"	2200	.23814015	.08631265	.03769932	.01840702	.01045645	.00692435
"K to 2"	"s2_suburb_enrl"	1200	.17723746	.06549498	.02302723	.02738347	.01404017	.00660984
"K to 2"	"s2_suburb_enrh"	2080	.18437782	.08720226	.04112322	.0182089	.01680945	.01186847
"K to 2"	"s2_suburb_min1"	1570	.12705338	.05746544	.0284596	.02070292	.01238637	.00755618
"K to 2"	"s2_suburb_min2"	610	.18001693	.08254175	.0287278	.02931668	.01889615	.00894326
"K to 2"	"s2_suburb_min3"	1090	.25259581	.10515895	.04555715	.03243252	.02907974	.01957682
"K to 2"	"s2_suburb_frl1"	1330	.14587224	.08776209	.04908038	.03035546	.02649648	.02070323
"K to 2"	"s2_suburb_frl2"	920	.18948887	.07228443	.02061166	.03244392	.01830541	.00797459
"K to 2"	"s2_suburb_frl34"	1030	.21519422	.07583856	.03033415	.02562433	.01512354	.00735938
"K to 2"	"s2_suburb_dsize1"	810	.19806828	.10288931	.04986491	.03853628	.03381414	.02777095
"K to 2"	"s2_suburb_dsize2"	1160	.18389218	.07758438	.02682227	.02797843	.01744587	.00707074
"K to 2"	"s2_suburb_dsize3"	1230	.16785991	.05754031	.02830709	.01858575	.01497892	.00728211
"K to 2"	"s2_ruralt_enrl"	1670	.14392992	.04892111	.01102496	.01755923	.01000151	.0048389
"K to 2"	"s2_ruralt_enrh"	1420	.17207616	.07695397	.02802005	.02445473	.01425877	.00982414
"K to 2"	"s2_ruralt_min1"	2060	.09446663	.05695122	.02311215	.01632737	.01304385	.00817634
"K to 2"	"s2_ruralt_min2"	610	.21738372	.05728333	-99	.05625165	.01257866	-99
"K to 2"	"s2_ruralt_min3"	430	.30568346	.09627028	-99	.05693508	.01958711	-99
"K to 2"	"s2_ruralt_frl1"	470	.09349766	.07476547	.02854084	.03902405	.03662667	.01283602
"K to 2"	"s2_ruralt_frl2"	1270	.13732129	.0660261	.02958453	.02264321	.01407148	.01090691
"K to 2"	"s2_ruralt_frl34"	1360	.19313469	.05811367	.00919331	.03061009	.01118094	.00342405
"K to 2"	"s2_ruralt_dsize1"	1710	.14604342	.05962123	.01033015	.02212234	.01131941	.00345327
"K to 2"	"s2_ruralt_dsize2"	1060	.17573857	.06821213	.02900781	.03210268	.01508996	.01174334
"K to 2"	"s2_ruralt_dsize3"	320	.19267778	.074827	.0589533	.0417204	.04126506	.04162524
"K to 2"	"s2_enrl_min1"	2070	.0887934	.04538218	.01210278	.01195618	.00969966	.00338465
"K to 2"	"s2_enrl_min2"	750	.25888281	.11063603	.06108751	.0490542	.03284937	.03171681
"K to 2"	"s2_enrl_min3"	1210	.27586093	.08662783	.03306496	.03056809	.01129778	.00783745
"K to 2"	"s2_enrl_frl1"	760	.11110084	.06531377	.01702509	.02628471	.01990057	.00501583
"K to 2"	"s2_enrl_frl2"	1220	.17342194	.0841503	.04543814	.03324176	.02612117	.02431426
"K to 2"	"s2_enrl_frl34"	2050	.21660662	.0688144	.02469464	.02098345	.00930512	.00651294
"K to 2"	"s2_enrl_dsize1"	1560	.14203676	.05284581	.00742527	.01902356	.00970861	.0026734
"K to 2"	"s2_enrl_dsize2"	1270	.18058207	.08018182	.05012654	.03447275	.02728971	.02572656
"K to 2"	"s2_enrl_dsize3"	1170	.2504103	.0925753	.04200617	.02637348	.01550333	.009843
"K to 2"	"s2_enrh_min1"	2100	.12226393	.06804558	.03790564	.01559014	.01152239	.00710929
"K to 2"	"s2_enrh_min2"	1150	.18679971	.06000476	.01913864	.02994026	.01078697	.0050941
"K to 2"	"s2_enrh_min3"	2060	.25574547	.11290089	.03913122	.02090468	.01756802	.01014992
"K to 2"	"s2_enrh_frl1"	1370	.15216208	.10299877	.06087353	.02807064	.02378334	.01816606
"K to 2"	"s2_enrh_frl2"	1550	.1607486	.0791241	.02991264	.02637346	.01802902	.00982732
"K to 2"	"s2_enrh_frl34"	2400	.22687697	.07989395	.02504637	.0155485	.00970588	.00482539
"K to 2"	"s2_enrh_dsize1"	1060	.18496	.10308114	.03985136	.03119531	.02288081	.01664825
"K to 2"	"s2_enrh_dsize2"	1620	.18949526	.08981893	.0277864	.01874354	.01360952	.00572466
"K to 2"	"s2_enrh_dsize3"	2590	.19731574	.06982989	.0340651	.01908932	.01309702	.00649873
"K to 2"	"s2_min1_frl1"	1740	.10616427	.06530921	.03317992	.01811618	.01366731	.00588024
"K to 2"	"s2_min1_frl2"	1570	.1144947	.05687474	.02614805	.0174778	.01285527	.00983692
"K to 2"	"s2_min1_frl34"	860	.09016085	.04177519	-99	.02289323	.01077623	-99
"K to 2"	"s2_min1_dsize1"	1780	.08115096	.05548727	.01662669	.01429246	.01161154	.00414832
"K to 2"	"s2_min1_dsize2"	1520	.13205128	.05721472	.02485617	.02357029	.01616124	.00827238
"K to 2"	"s2_min1_dsize3"	800	.11880865	.05584963	.04623811	.02801666	.01996118	.01851152
"K to 2"	"s2_min2_frl1"	130	.15487973	-99	-99	.06054547	-99	-99
"K to 2"	"s2_min2_frl2"	970	.22749613	.11843266	.05871767	.0430934	.03549695	.02981082
"K to 2"	"s2_min2_frl34"	800	.21295901	.0490461	.01629393	.04408966	.01095209	.00547488
"K to 2"	"s2_min2_dsize1"	460	.1978369	.06294345	-99	.06496666	.01347302	-99
"K to 2"	"s2_min2_dsize2"	600	.22121208	.12422472	.06698942	.04887091	.04843583	.04480615
"K to 2"	"s2_min2_dsize3"	830	.22879916	.06336193	.03591803	.03106278	.01321742	.00675551
"K to 2"	"s2_min3_frl1"	260	.34042675	.2745884	.13391724	.0929611	.10948648	.10186019
"K to 2"	"s2_min3_frl2"	240	.23683193	.0844696	-99	.08709612	.0373542	-99
"K to 2"	"s2_min3_frl34"	2780	.25911328	.09289959	.0318507	.01815339	.00941753	.00561572
"K to 2"	"s2_min3_dsize1"	380	.38639904	.15992074	.0582063	.05761328	.05344259	.04114111
"K to 2"	"s2_min3_dsize2"	760	.24375299	.10160477	.03142172	.03567031	.01723688	.00718915
"K to 2"	"s2_min3_dsize3"	2120	.23941774	.08939087	.0335309	.01959226	.01334046	.00684748
"K to 2"	"s2_frl1_dsize1"	650	.1357713	.10613761	.06326321	.05262908	.04736389	.03535212
"K to 2"	"s2_frl1_dsize2"	790	.12690473	.06588144	.02066587	.02714029	.01956868	.00725369
"K to 2"	"s2_frl1_dsize3"	630	.14317462	.0863565	.04941785	.04234688	.03008763	.01659009
"K to 2"	"s2_frl2_dsize1"	870	.09887847	.05084985	-99	.02751141	.01313699	-99
"K to 2"	"s2_frl2_dsize2"	1080	.20473493	.10074751	.05676426	.03750793	.03145977	.0275179
"K to 2"	"s2_frl2_dsize3"	810	.19756061	.09349929	.04168174	.03589468	.02821004	.01620808
"K to 2"	"s2_frl34_dsize1"	1110	.21470606	.07964932	.01270001	.02965956	.01444043	.0047671
"K to 2"	"s2_frl34_dsize2"	1020	.20596658	.08392394	.02598454	.02975772	.01660339	.00750763
"K to 2"	"s2_frl34_dsize3"	2320	.23513553	.0692665	.03190728	.01574211	.0067567	.00615863
"K to 2"	"s3_male_ethblk"	550	.26677947	.08383688	.04314695	.03295992	.02389196	.01886778
"K to 2"	"s3_male_ethlat"	1290	.2230952	.09654219	.0207847	.0144234	.0153849	.00679222
"K to 2"	"s3_male_ethwht"	2370	.14170568	.06600951	.03122282	.01166437	.00814835	.00659735
"K to 2"	"s3_male_ethapi"	350	.16439099	.07069158	-99	.02626469	.01823714	-99
"K to 2"	"s3_male_sesl"	2060	.23075147	.08802514	.02396585	.01419677	.01177899	.00622357
"K to 2"	"s3_male_sesh"	840	.12550885	.06851879	.0418129	.01806064	.01214458	.01109261
"K to 2"	"s3_male_ssml"	1880	.21728702	.09197885	.02883699	.01710503	.01202646	.00631352
"K to 2"	"s3_male_ssmh"	1040	.12910988	.05188758	.02702424	.01634111	.00996189	.0074196
"K to 2"	"s3_male_ssrl"	1950	.23156695	.09967057	.03647677	.0154035	.01198938	.0073546
"K to 2"	"s3_male_ssrh"	900	.14092773	.06219047	.0337058	.01594456	.01199924	.00878143
"K to 2"	"s3_male_swdy"	1000	.16103067	.06483102	.0270566	.01174296	.0097731	.00526416
"K to 2"	"s3_male_swdn"	3020	.18806976	.0785245	.03542423	.01391703	.00867001	.00590527
"K to 2"	"s3_male_ell"	940	.19396391	.07316306	.02267862	.01549922	.01285954	.00640689
"K to 2"	"s3_male_elln"	3850	.1841497	.07913356	.03319952	.01231861	.00820716	.00458025
"K to 2"	"s3_female_ethblk"	540	.32985729	.12358149	.05875524	.03071813	.02313154	.01977805
"K to 2"	"s3_female_ethlat"	1180	.18698421	.08265891	.02005448	.01601949	.01549054	.00502755
"K to 2"	"s3_female_ethwht"	2190	.15675076	.07234305	.03488587	.01364946	.00931513	.00866825
"K to 2"	"s3_female_ethapi"	390	.12782567	.05677771	-99	.03100658	.02432789	-99
"K to 2"	"s3_female_sesl"	1930	.20941703	.07890532	.02235971	.01440022	.01204115	.00735327
"K to 2"	"s3_female_sesh"	840	.14727693	.06216934	.03886711	.02040736	.0126343	.01006416
"K to 2"	"s3_female_ssml"	1690	.22643619	.09196654	.03092299	.01755823	.01353934	.00789026
"K to 2"	"s3_female_ssmh"	900	.17564761	.07776341	.03733746	.02237679	.01576749	.0122424
"K to 2"	"s3_female_ssrl"	1540	.22170277	.09217319	.03334676	.01952222	.0140806	.00917156
"K to 2"	"s3_female_ssrh"	1010	.16866748	.07214442	.03954907	.02076252	.01390782	.00897969
"K to 2"	"s3_female_swdy"	570	.21163484	.08070415	.03134713	.02735953	.01496737	.00689035
"K to 2"	"s3_female_swdn"	3210	.18493738	.08387974	.03570417	.0137676	.00990363	.00759055
"K to 2"	"s3_female_ell"	900	.17905125	.06647506	.03050701	.01664222	.01433467	.00774339
"K to 2"	"s3_female_elln"	3640	.19473312	.08513031	.03402205	.01349922	.00856528	.00689836
"K to 2"	"s3_ethblk_sesl"	650	.30604186	.10464313	.04394904	.02870137	.02443742	.02014342
"K to 2"	"s3_ethblk_sesh"	70	.2074532	-99	-99	.04231438	-99	-99
"K to 2"	"s3_ethblk_ssml"	610	.31206391	.12137393	.04532361	.03261408	.02642218	.02175155
"K to 2"	"s3_ethblk_ssmh"	100	.21589966	.13420838	.1030032	.04849923	.0485968	.04510295
"K to 2"	"s3_ethblk_ssrl"	530	.33032631	.13986373	.05897686	.03629948	.03163062	.02659802
"K to 2"	"s3_ethblk_ssrh"	160	.31384207	.11110713	.08080402	.05504692	.03592621	.02925242
"K to 2"	"s3_ethblk_swdy"	150	.27137852	.09917821	-99	.04512484	.03324088	-99
"K to 2"	"s3_ethblk_swdn"	660	.31340057	.11807184	.05911802	.04039701	.02267332	.02057482
"K to 2"	"s3_ethblk_ell"	40	-99	-99	-99	-99	-99	-99
"K to 2"	"s3_ethblk_elln"	1040	.30201265	.10565019	.05049998	.03030758	.02185435	.01885595
"K to 2"	"s3_ethlat_sesl"	1730	.20902169	.08409847	.01802327	.01174437	.0141761	.00567386
"K to 2"	"s3_ethlat_sesh"	140	.13821097	-99	-99	.02969042	-99	-99
"K to 2"	"s3_ethlat_ssml"	1300	.22433723	.09975325	.02545974	.01608694	.01580072	.0055589
"K to 2"	"s3_ethlat_ssmh"	260	.19923195	.07731922	-99	.03319843	.02128237	-99
"K to 2"	"s3_ethlat_ssrl"	1290	.23353192	.09770287	.02820684	.01634973	.01528291	.00795852
"K to 2"	"s3_ethlat_ssrh"	300	.17867162	.06401566	-99	.02573793	.02025433	-99
"K to 2"	"s3_ethlat_swdy"	340	.20868337	.09422238	-99	.02471962	.02172411	-99
"K to 2"	"s3_ethlat_swdn"	1630	.20476268	.08559315	.02192674	.01444489	.0145647	.00532115
"K to 2"	"s3_ethlat_ell"	1290	.18465374	.07121349	.01811968	.01265915	.01329292	.00524392
"K to 2"	"s3_ethlat_elln"	1170	.22569698	.10859794	.02282568	.01702432	.01584598	.00578012
"K to 2"	"s3_ethwht_sesl"	1220	.19850907	.07672366	.01973055	.02093891	.01509312	.01000726
"K to 2"	"s3_ethwht_sesh"	1130	.12190629	.06032178	.0440746	.01869848	.01155131	.01035757
"K to 2"	"s3_ethwht_ssml"	1300	.17810605	.08065273	.02844538	.01739542	.01395447	.0093927
"K to 2"	"s3_ethwht_ssmh"	1230	.12893477	.05531731	.03041486	.01675104	.0105014	.00787982
"K to 2"	"s3_ethwht_ssrl"	1270	.17884706	.08025711	.03109628	.01918626	.01584721	.01215177
"K to 2"	"s3_ethwht_ssrh"	1070	.12484895	.0584957	.03444265	.01759287	.01148668	.00895804
"K to 2"	"s3_ethwht_swdy"	920	.15798613	.06034473	.02863283	.01453474	.01046865	.00697005
"K to 2"	"s3_ethwht_swdn"	3070	.13861771	.06927402	.03689554	.0136984	.00948483	.00895353
"K to 2"	"s3_ethwht_ell"	100	.28412761	.13631384	.13144994	.05440614	.04666013	.04646798
"K to 2"	"s3_ethwht_elln"	4460	.14604296	.06760895	.03080803	.01072178	.00742165	.00627833
"K to 2"	"s3_ethapi_sesl"	220	.12652134	.05445737	-99	.03154344	.02341704	-99
"K to 2"	"s3_ethapi_sesh"	230	.21155987	.11611191	-99	.03785236	.03987819	-99
"K to 2"	"s3_ethapi_ssml"	190	.14266008	-99	-99	.02988515	-99	-99
"K to 2"	"s3_ethapi_ssmh"	230	.1427977	.0540963	-99	.044086	.02236948	-99
"K to 2"	"s3_ethapi_ssrl"	220	.14956347	.055562	-99	.02857854	.02192746	-99
"K to 2"	"s3_ethapi_ssrh"	260	.11830389	.07450051	-99	.03063869	.02153707	-99
"K to 2"	"s3_ethapi_swdy"	60	-99	-99	-99	-99	-99	-99
"K to 2"	"s3_ethapi_swdn"	550	.15550646	.06152356	-99	.02708743	.01688504	-99
"K to 2"	"s3_ethapi_ell"	400	.14528553	.04157733	-99	.02394269	.01435119	-99
"K to 2"	"s3_ethapi_elln"	330	.14014591	.09301532	-99	.02768412	.02246494	-99
"K to 2"	"s3_sesl_ssml"	2140	.24581132	.09402495	.02318261	.01611958	.01207564	.00693719
"K to 2"	"s3_sesl_ssmh"	390	.15810813	.05833654	-99	.02602166	.0157481	-99
"K to 2"	"s3_sesl_ssrl"	2100	.24882165	.10468344	.0282573	.01676595	.01351033	.00795061
"K to 2"	"s3_sesl_ssrh"	420	.17699962	.06525411	-99	.02141241	.01510083	-99
"K to 2"	"s3_sesl_swdy"	620	.22841246	.07346253	.01654288	.02675576	.01679619	.00591997
"K to 2"	"s3_sesl_swdn"	2500	.22311841	.08789697	.0274825	.01481712	.01153197	.00739265
"K to 2"	"s3_sesl_ell"	1340	.18208148	.0661098	.01591432	.01290767	.01252634	.00506046
"K to 2"	"s3_sesl_elln"	2640	.23752383	.09177368	.02651997	.01460238	.01130415	.00798302
"K to 2"	"s3_sesh_ssml"	260	.15320628	.08972621	.0447407	.02275704	.0228581	.01557834
"K to 2"	"s3_sesh_ssmh"	690	.11975295	.03905817	.02054838	.02462526	.00740396	.00706247
"K to 2"	"s3_sesh_ssrl"	270	.15997966	.06497084	.04168056	.0234932	.01883671	.01552456
"K to 2"	"s3_sesh_ssrh"	670	.13361802	.05593084	.03857568	.0259677	.01394606	.01370343
"K to 2"	"s3_sesh_swdy"	280	.10403455	.03770937	-99	.02752014	.01488833	-99
"K to 2"	"s3_sesh_swdn"	1280	.13665752	.06921614	.04165466	.01574972	.01034751	.00977871
"K to 2"	"s3_sesh_ell"	150	.17871297	-99	-99	.03341418	-99	-99
"K to 2"	"s3_sesh_elln"	1520	.1332069	.06560954	.04116613	.01515257	.00967879	.00847879
"K to 2"	"s3_ssml_ssrl"	2590	.23275622	.10065806	.03388035	.01523581	.01179468	.00725734
"K to 2"	"s3_ssml_ssrh"	80	-99	-99	-99	-99	-99	-99
"K to 2"	"s3_ssml_swdy"	720	.19464131	.0758797	.02205165	.01698733	.01343691	.00496707
"K to 2"	"s3_ssml_swdn"	2130	.23203816	.09987906	.03699479	.01919659	.01242234	.00899813
"K to 2"	"s3_ssml_ell"	970	.20196926	.07238142	.02879936	.01439886	.01169812	.00638644
"K to 2"	"s3_ssml_elln"	2590	.22829061	.0984705	.03024346	.01761887	.01207768	.00754692
"K to 2"	"s3_ssmh_ssrl"	50	-99	-99	-99	-99	-99	-99
"K to 2"	"s3_ssmh_ssrh"	1150	.15102092	.0701952	.03544784	.01687806	.01111482	.00776875
"K to 2"	"s3_ssmh_swdy"	270	.1553253	.04707441	-99	.03361547	.0206101	-99
"K to 2"	"s3_ssmh_swdn"	1440	.15578345	.07066657	.03725526	.0154989	.01033717	.00899852
"K to 2"	"s3_ssmh_ell"	240	.16711341	-99	-99	.03413447	-99	-99
"K to 2"	"s3_ssmh_elln"	1710	.14925938	.06657102	.03529546	.01414788	.01009188	.00785314
"K to 2"	"s3_ssrl_swdy"	710	.20050778	.07811324	.02846541	.01690316	.01375241	.00693868
"K to 2"	"s3_ssrl_swdn"	2050	.23786573	.10610205	.0431906	.01986092	.01287261	.0104148
"K to 2"	"s3_ssrl_ell"	1010	.19999295	.07731467	.03069349	.01494462	.01271248	.00770231
"K to 2"	"s3_ssrl_elln"	2470	.23682947	.10337424	.03677161	.0178514	.01273502	.00898046
"K to 2"	"s3_ssrh_swdy"	240	.13963933	.04815399	-99	.03068952	.01736801	-99
"K to 2"	"s3_ssrh_swdn"	1430	.15331135	.06808617	.03437224	.01760036	.01164137	.00782981
"K to 2"	"s3_ssrh_ell"	260	.13032551	.06047534	-99	.02614503	.02414523	-99
"K to 2"	"s3_ssrh_elln"	1650	.15843276	.0683538	.03962173	.0162995	.01069125	.00771129
"K to 2"	"s3_swdy_ell"	160	.15087997	-99	-99	.03174687	-99	-99
"K to 2"	"s3_swdy_elln"	1400	.18294833	.07182591	.03109616	.01270971	.00998358	.00478141
"K to 2"	"s3_swdn_ell"	1330	.19420134	.07220524	.02589986	.0122571	.01210114	.00651536
"K to 2"	"s3_swdn_elln"	4890	.18432899	.08343903	.03781323	.01454623	.00840248	.00681332
"1 to 3"	"s1_all_all"	10220	.28896635	.12283817	.03973708	.01059954	.00730729	.00423181
"1 to 3"	"s1_all_male"	5160	.29836623	.1204393	.03318499	.01338497	.009134	.00441843
"1 to 3"	"s1_all_female"	5060	.27908553	.12535979	.0466244	.01175354	.00854505	.00621684
"1 to 3"	"s1_all_ethblk"	1510	.3808304	.11254178	.03586371	.02609127	.01390279	.00763804
"1 to 3"	"s1_all_ethlat"	2000	.30281862	.11855836	.03197171	.01736216	.01397086	.00641021
"1 to 3"	"s1_all_ethwht"	5380	.25391765	.1288236	.04496904	.01337901	.00983102	.00670463
"1 to 3"	"s1_all_ethapi"	880	.26673396	.0931239	.0298939	.02295506	.01726777	.00950402
"1 to 3"	"s1_all_sesl"	3820	.32675053	.12497448	.02760611	.01542964	.01035612	.00421599
"1 to 3"	"s1_all_sesh"	1840	.22469302	.09866068	.04748991	.01709131	.01343047	.00995625
"1 to 3"	"s1_all_ssml"	4330	.3204809	.12822699	.03179552	.01366693	.00905267	.00447125
"1 to 3"	"s1_all_ssmh"	1900	.25795496	.13311201	.05666725	.01912074	.01473339	.01075128
"1 to 3"	"s1_all_ssrl"	4230	.31771587	.12602052	.03449344	.01373049	.01006599	.00524704
"1 to 3"	"s1_all_ssrh"	1780	.25233481	.1211515	.04936163	.01795601	.01534318	.00945398
"1 to 3"	"s1_all_swdy"	1490	.34236533	.14235177	.05595038	.02422871	.01829915	.01296279
"1 to 3"	"s1_all_swdn"	7750	.26908772	.11673068	.03793961	.01121377	.00780206	.00433002
"1 to 3"	"s1_t1y_all"	6580	.2951883	.12143498	.03514515	.01481805	.00849446	.0056684
"1 to 3"	"s1_t1y_male"	3360	.30068211	.11509972	.02959936	.0171321	.01079809	.00560214
"1 to 3"	"s1_t1y_female"	3230	.28930982	.12821383	.04107925	.01636885	.01084431	.00801139
"1 to 3"	"s1_t1y_ethblk"	1090	.36688423	.11200362	.03112627	.03482497	.01623135	.00854925
"1 to 3"	"s1_t1y_ethlat"	1450	.30874063	.11556913	.02823887	.02108535	.01649251	.00776889
"1 to 3"	"s1_t1y_ethwht"	3240	.25769448	.12687243	.04120348	.01892335	.01218967	.00922939
"1 to 3"	"s1_t1y_ethapi"	530	.28220392	.09482594	.02549418	.02899005	.02329039	.00860707
"1 to 3"	"s1_t1y_sesl"	2970	.31605973	.11983092	.02843861	.01838369	.0112019	.00526405
"1 to 3"	"s1_t1y_sesh"	830	.23715369	.10281883	.04526455	.02756702	.02186709	.01685023
"1 to 3"	"s1_t1y_ssml"	3090	.32339423	.12816876	.03301886	.01660113	.0094278	.00553007
"1 to 3"	"s1_t1y_ssmh"	990	.25035433	.1368376	.05051285	.02818422	.02148536	.01636894
"1 to 3"	"s1_t1y_ssrl"	3020	.32225747	.12554735	.03562	.01813313	.01144129	.00630597
"1 to 3"	"s1_t1y_ssrh"	920	.25856207	.12431342	.03525191	.02540594	.0183562	.01055626
"1 to 3"	"s1_t1y_swdy"	1000	.35105884	.14534275	.05746213	.03085905	.02061137	.01654811
"1 to 3"	"s1_t1y_swdn"	4960	.27097982	.11323087	.0316995	.01492771	.00920773	.00568673
"1 to 3"	"s1_t1n_all"	3260	.27358679	.12182154	.05175125	.01554812	.01192418	.00684872
"1 to 3"	"s1_t1n_male"	1620	.29190206	.1286072	.04221292	.02159505	.016569	.00931732
"1 to 3"	"s1_t1n_female"	1640	.25477158	.11485066	.06154994	.02017354	.01487083	.01101369
"1 to 3"	"s1_t1n_ethblk"	340	.42200651	.12213786	.05632689	.03649796	.02433008	.02023019
