period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"1 to 3"	"s1_t1n_ethlat"	490	.27405771	.11779605	.03972329	.03378706	.02048041	.01190863
"1 to 3"	"s1_t1n_ethwht"	1970	.24397361	.12579553	.05381746	.01818829	.01519426	.01009367
"1 to 3"	"s1_t1n_ethapi"	330	.25091831	.09257827	.03963174	.03950236	.02630664	.02186703
"1 to 3"	"s1_t1n_sesl"	700	.361127	.1370168	.02704421	.02731972	.02157016	.00876193
"1 to 3"	"s1_t1n_sesh"	940	.21574015	.09601092	.05401775	.02490474	.01841077	.01254209
"1 to 3"	"s1_t1n_ssml"	1040	.31588565	.12436995	.03288684	.02285863	.0192023	.00818783
"1 to 3"	"s1_t1n_ssmh"	850	.26961673	.12812845	.06478399	.02779229	.02095262	.01391775
"1 to 3"	"s1_t1n_ssrl"	1010	.30977122	.12550971	.03716123	.02618271	.0197834	.00890905
"1 to 3"	"s1_t1n_ssrh"	810	.24958725	.11452698	.06806149	.03018816	.02270809	.01687126
"1 to 3"	"s1_t1n_swdy"	440	.33442667	.13567736	.05543647	.03907668	.02802396	.02092127
"1 to 3"	"s1_t1n_swdn"	2520	.26046937	.11834803	.05230105	.01844068	.01252002	.00756187
"1 to 3"	"s1_region1_all"	1790	.2420296	.12228584	.03217191	.02132406	.01475605	.0061954
"1 to 3"	"s1_region1_male"	920	.23791315	.11328286	.02882529	.0290145	.02016868	.00832313
"1 to 3"	"s1_region1_female"	870	.24615179	.13130139	.03552321	.02409523	.01736985	.009772
"1 to 3"	"s1_region1_ethblk"	230	.33895137	.09913868	.05093559	.03893115	.03089314	.02023301
"1 to 3"	"s1_region1_ethlat"	240	.36948367	.20768544	.06339631	.03569653	.04165896	.01660937
"1 to 3"	"s1_region1_ethwht"	1160	.1836591	.1121107	.02266877	.02591938	.01722841	.00770773
"1 to 3"	"s1_region1_ethapi"	100	.25091439	.11654341	-99	.05068615	.06268489	-99
"1 to 3"	"s1_region1_sesl"	540	.30631786	.14261332	.02491598	.02737179	.02622869	.01021267
"1 to 3"	"s1_region1_sesh"	430	.12626289	.06372043	-99	.02445445	.01692689	-99
"1 to 3"	"s1_region1_ssml"	790	.2981323	.14232339	.03848544	.02703269	.02078608	.00908778
"1 to 3"	"s1_region1_ssmh"	350	.14972904	.08145915	.03262435	.02837688	.0204123	.01568825
"1 to 3"	"s1_region1_ssrl"	750	.29288288	.13114668	.03563396	.02504006	.01994584	.00907423
"1 to 3"	"s1_region1_ssrh"	340	.15413484	.1013806	.04244511	.03316186	.02963203	.01631992
"1 to 3"	"s1_region1_swdy"	260	.2202214	.08639292	-99	.03730813	.02128418	-99
"1 to 3"	"s1_region1_swdn"	1350	.22364078	.11775261	.03063088	.02299771	.0154603	.00679218
"1 to 3"	"s1_region2_all"	2400	.26570247	.14433231	.04274687	.01972176	.01548606	.00724226
"1 to 3"	"s1_region2_male"	1180	.2737136	.15645348	.03920888	.02359486	.02086081	.00973649
"1 to 3"	"s1_region2_female"	1220	.25776957	.13232952	.04625031	.02015884	.01779119	.00880267
"1 to 3"	"s1_region2_ethblk"	210	.39072357	.18128178	-99	.0579994	.03954379	-99
"1 to 3"	"s1_region2_ethlat"	210	.28993765	.09761888	-99	.05006027	.02919217	-99
"1 to 3"	"s1_region2_ethwht"	1630	.23926605	.14103738	.04738599	.02227028	.01880201	.01047192
"1 to 3"	"s1_region2_ethapi"	160	.31173584	.11052834	-99	.06575476	.03172303	-99
"1 to 3"	"s1_region2_sesl"	770	.33279449	.15448908	.04357629	.02779616	.02372554	.01003513
"1 to 3"	"s1_region2_sesh"	480	.22079817	.1082333	.05134242	.03039547	.03242289	.0215488
"1 to 3"	"s1_region2_ssml"	900	.31033254	.16005928	.03430235	.03080109	.02120007	.01281707
"1 to 3"	"s1_region2_ssmh"	530	.20667199	.11943414	.04486056	.03378619	.02519336	.0149373
"1 to 3"	"s1_region2_ssrl"	990	.29698938	.15940014	.04167923	.02373048	.02565262	.01334005
"1 to 3"	"s1_region2_ssrh"	430	.22306484	.13731743	.02811424	.02601681	.02616658	.01199374
"1 to 3"	"s1_region2_swdy"	370	.34484513	.17859987	.06658382	.02888204	.03137412	.02174688
"1 to 3"	"s1_region2_swdn"	1830	.23515418	.12956007	.0379	.02237284	.01595666	.00737785
"1 to 3"	"s1_region3_all"	3590	.327983	.11594728	.04765246	.02034451	.01326719	.00930954
"1 to 3"	"s1_region3_male"	1830	.332547	.10807129	.04164234	.02604231	.01491319	.00887574
"1 to 3"	"s1_region3_female"	1750	.32302559	.12450216	.05418063	.02284825	.01611691	.01400654
"1 to 3"	"s1_region3_ethblk"	980	.3839445	.09361519	.02637089	.03564565	.01650619	.00802108
"1 to 3"	"s1_region3_ethlat"	590	.34657441	.11047364	.04108419	.03238795	.03852482	.01684189
"1 to 3"	"s1_region3_ethwht"	1800	.29049867	.1320969	.06060602	.02696918	.01722718	.01514522
"1 to 3"	"s1_region3_ethapi"	130	.32810624	.08649714	-99	.06107733	.03951892	-99
"1 to 3"	"s1_region3_sesl"	1490	.34759921	.11121208	.02772348	.0292009	.01740753	.0067689
"1 to 3"	"s1_region3_sesh"	550	.29399343	.12470026	.05300829	.03476567	.02546255	.019661
"1 to 3"	"s1_region3_ssml"	1470	.34684526	.10276399	.02763416	.02493928	.01452088	.00641514
"1 to 3"	"s1_region3_ssmh"	670	.32971094	.17384412	.0843918	.03417895	.02968129	.02288456
"1 to 3"	"s1_region3_ssrl"	1470	.34409249	.09784066	.03361308	.02750053	.01555918	.0092852
"1 to 3"	"s1_region3_ssrh"	620	.32313045	.1504149	.07891626	.02907812	.03146847	.02095803
"1 to 3"	"s1_region3_swdy"	590	.40888223	.14862723	.07100476	.04557157	.03221507	.02571959
"1 to 3"	"s1_region3_swdn"	2670	.3054734	.10959489	.04511233	.02095316	.01451083	.00918937
"1 to 3"	"s1_region4_all"	2450	.27853688	.11520553	.02920683	.01929368	.01307371	.00565569
"1 to 3"	"s1_region4_male"	1230	.30422538	.11472423	.01685988	.02258443	.01694572	.00491452
"1 to 3"	"s1_region4_female"	1210	.25059296	.11572909	.04263781	.02154782	.01511069	.00945454
"1 to 3"	"s1_region4_ethblk"	90	.42578306	.21395246	-99	.08739008	.07501906	-99
"1 to 3"	"s1_region4_ethlat"	960	.26739585	.10768519	.0207663	.02312274	.0137693	.00771889
"1 to 3"	"s1_region4_ethwht"	780	.28070488	.12167455	.03296587	.02779039	.02355564	.00973823
"1 to 3"	"s1_region4_ethapi"	490	.23630017	.08288997	-99	.03045867	.02020339	-99
"1 to 3"	"s1_region4_sesl"	1020	.29918151	.11706009	.01737968	.02584247	.01824301	.00855299
"1 to 3"	"s1_region4_sesh"	380	.22264861	.08307934	.06182602	.03346954	.02248713	.02134995
"1 to 3"	"s1_region4_ssml"	1170	.30513391	.13170091	.03136439	.02554817	.0177166	.00918593
"1 to 3"	"s1_region4_ssmh"	350	.27561357	.11506582	.03739159	.04361877	.02958724	.01563052
"1 to 3"	"s1_region4_ssrl"	1030	.3106543	.13862898	.02863066	.02463298	.02092055	.0090881
"1 to 3"	"s1_region4_ssrh"	390	.24430424	.07392722	.02683145	.04894941	.02199321	.01198483
"1 to 3"	"s1_region4_swdy"	270	.28858338	.13015074	-99	.04745577	.04469669	-99
"1 to 3"	"s1_region4_swdn"	1890	.27331082	.11593515	.0317588	.02035515	.01347362	.00720314
"1 to 3"	"s1_city_all"	3390	.34632324	.1090422	.03152642	.01330845	.01200111	.00543685
"1 to 3"	"s1_city_male"	1710	.37327671	.11560649	.02878507	.01718196	.01489119	.00618976
"1 to 3"	"s1_city_female"	1680	.31677802	.10184671	.03453137	.01610061	.01425119	.00684891
"1 to 3"	"s1_city_ethblk"	740	.4171637	.08697381	.03118854	.02742934	.01590231	.00778893
"1 to 3"	"s1_city_ethlat"	1090	.32233351	.11039218	.02441741	.01818794	.01965026	.00890235
"1 to 3"	"s1_city_ethwht"	1070	.31275256	.11599197	.03888196	.02429914	.01976313	.01220684
"1 to 3"	"s1_city_ethapi"	360	.25316665	.08340029	-99	.04063312	.02121284	-99
"1 to 3"	"s1_city_sesl"	1550	.38570168	.12109324	.02670816	.01759229	.01750556	.00564738
"1 to 3"	"s1_city_sesh"	410	.29112125	.12202531	.05219503	.03728124	.02328751	.01759102
"1 to 3"	"s1_city_ssml"	1640	.38442399	.120359	.03659783	.019254	.01426802	.00701944
"1 to 3"	"s1_city_ssmh"	460	.31623508	.10702166	.03751528	.03482896	.02343213	.01670041
"1 to 3"	"s1_city_ssrl"	1550	.39498679	.127157	.03957004	.01751939	.01627454	.00775299
"1 to 3"	"s1_city_ssrh"	500	.29897948	.10514242	.03416805	.02917188	.02482014	.01106338
"1 to 3"	"s1_city_swdy"	450	.45396216	.14255075	.0363848	.02749223	.02625375	.01312316
"1 to 3"	"s1_city_swdn"	2510	.32747943	.10860682	.03351435	.01479996	.01319154	.0070754
"1 to 3"	"s1_suburb_all"	3730	.30054595	.13615698	.03729729	.02037269	.01162007	.00477862
"1 to 3"	"s1_suburb_male"	1870	.30693323	.13166134	.02621847	.02369373	.01586584	.00545441
"1 to 3"	"s1_suburb_female"	1860	.29380955	.14089835	.04898167	.02254329	.01326212	.00825814
"1 to 3"	"s1_suburb_ethblk"	450	.39049903	.13297989	.04404901	.04874296	.02711584	.01553737
"1 to 3"	"s1_suburb_ethlat"	720	.31396519	.13937168	.03757518	.03192885	.01991494	.00927788
"1 to 3"	"s1_suburb_ethwht"	2110	.27171399	.13767238	.03671413	.02353537	.01494404	.00712925
"1 to 3"	"s1_suburb_ethapi"	310	.29885405	.13130335	.03553458	.03987443	.03235693	.01246633
"1 to 3"	"s1_suburb_sesl"	1050	.35933474	.1387183	.0211253	.02866097	.01805225	.00599708
"1 to 3"	"s1_suburb_sesh"	920	.22440597	.07502229	.03061947	.02683445	.01609066	.00933612
"1 to 3"	"s1_suburb_ssml"	1380	.3472462	.14963971	.02301372	.02680874	.01727101	.00548785
"1 to 3"	"s1_suburb_ssmh"	860	.24131323	.11509401	.04680517	.02543297	.01787239	.01125774
"1 to 3"	"s1_suburb_ssrl"	1370	.33107086	.1403789	.02856952	.02679665	.01834555	.00751196
"1 to 3"	"s1_suburb_ssrh"	770	.2378997	.10978834	.048294	.02732827	.01881082	.01231404
"1 to 3"	"s1_suburb_swdy"	510	.34923788	.15588368	.04997456	.04456551	.02897579	.01568203
"1 to 3"	"s1_suburb_swdn"	2850	.28071512	.1229249	.03415033	.02035887	.01190308	.00525523
"1 to 3"	"s1_ruralt_all"	3100	.21212323	.12066321	.05174054	.01664891	.01117117	.01159939
"1 to 3"	"s1_ruralt_male"	1580	.20242919	.11112548	.04732983	.02003237	.01571398	.01162986
"1 to 3"	"s1_ruralt_female"	1510	.22182111	.13020473	.05615301	.01743479	.0141998	.01581088
"1 to 3"	"s1_ruralt_ethblk"	310	.27565458	.14168535	.0338663	.08500321	.02816184	.02256297
"1 to 3"	"s1_ruralt_ethlat"	190	.19341386	.09255187	-99	.03074902	.02300923	-99
"1 to 3"	"s1_ruralt_ethwht"	2200	.20519868	.12614083	.05671446	.01816757	.01353137	.01346307
"1 to 3"	"s1_ruralt_ethapi"	200	.23172909	-99	-99	.04284207	-99	-99
"1 to 3"	"s1_ruralt_sesl"	1220	.22320468	.1172118	.03467476	.0278093	.01551398	.01084939
"1 to 3"	"s1_ruralt_sesh"	500	.17373412	.12695291	.07696575	.03047239	.03170386	.02578227
"1 to 3"	"s1_ruralt_ssml"	1320	.20689435	.1136649	.03573086	.02235032	.01453431	.01021959
"1 to 3"	"s1_ruralt_ssmh"	580	.24003639	.18098659	.08654572	.03445412	.03291467	.02794156
"1 to 3"	"s1_ruralt_ssrl"	1320	.20805957	.10810003	.03512097	.02263949	.01508746	.01114507
"1 to 3"	"s1_ruralt_ssrh"	510	.23274854	.15394544	.06495998	.03582972	.03045298	.02382017
"1 to 3"	"s1_ruralt_swdy"	520	.22971959	.1272409	.08096139	.03647484	.03239675	.03152337
"1 to 3"	"s1_ruralt_swdn"	2390	.19348478	.11736899	.04734725	.01990779	.01327338	.01132704
"1 to 3"	"s1_enrl_all"	4640	.28188272	.11818662	.03213974	.01490064	.01003061	.00534148
"1 to 3"	"s1_enrl_male"	2340	.30244152	.12056505	.02974572	.01851091	.01295277	.00689889
"1 to 3"	"s1_enrl_female"	2300	.26066034	.11573142	.03461104	.01662252	.01105094	.00647467
"1 to 3"	"s1_enrl_ethblk"	640	.38415691	.10722531	.0294358	.03798485	.01668728	.00902869
"1 to 3"	"s1_enrl_ethlat"	560	.31914956	.13291579	.02768153	.0356248	.02422732	.01098312
"1 to 3"	"s1_enrl_ethwht"	2900	.24627043	.11860796	.0359336	.01751674	.01247376	.00782183
"1 to 3"	"s1_enrl_ethapi"	310	.27622311	.10026575	-99	.04097288	.03213937	-99
"1 to 3"	"s1_enrl_sesl"	1640	.3374934	.12897668	.02725179	.02148096	.01381176	.00702819
"1 to 3"	"s1_enrl_sesh"	860	.2231459	.08546216	.04199442	.0244556	.01937757	.01428532
"1 to 3"	"s1_enrl_ssml"	1900	.32831689	.1324346	.0278294	.02105	.01401241	.00701256
"1 to 3"	"s1_enrl_ssmh"	910	.21306444	.0922943	.03591469	.02472698	.01744562	.01149694
"1 to 3"	"s1_enrl_ssrl"	1900	.32792243	.13467278	.02879418	.01744669	.0141643	.0079421
"1 to 3"	"s1_enrl_ssrh"	830	.23431044	.10275126	.02117634	.02779926	.01999725	.00781631
"1 to 3"	"s1_enrl_swdy"	730	.30941251	.11440771	.03424299	.02635175	.02003055	.01116889
"1 to 3"	"s1_enrl_swdn"	3550	.26619917	.11630217	.03407593	.01634346	.01088195	.00656982
"1 to 3"	"s1_enrh_all"	5540	.29547904	.12661139	.04559009	.01484876	.00946004	.00635459
"1 to 3"	"s1_enrh_male"	2810	.29581495	.12030469	.03547191	.01753715	.01186252	.00623569
"1 to 3"	"s1_enrh_female"	2730	.29511959	.13336025	.05641766	.01672237	.01139003	.00928938
"1 to 3"	"s1_enrh_ethblk"	860	.37963015	.11580341	.03962055	.03531354	.01923113	.01036901
"1 to 3"	"s1_enrh_ethlat"	1440	.29531574	.11196217	.03394273	.01931441	.01448077	.00725417
"1 to 3"	"s1_enrh_ethwht"	2480	.26175941	.13912633	.05402484	.02085545	.01393585	.01009293
"1 to 3"	"s1_enrh_ethapi"	570	.26106825	.08885969	.02855527	.02824293	.022973	.01366648
"1 to 3"	"s1_enrh_sesl"	2160	.32069678	.12239379	.02748575	.02081325	.01454437	.00600501
"1 to 3"	"s1_enrh_sesh"	980	.22665649	.10978317	.05214083	.0235353	.01824689	.01386567
"1 to 3"	"s1_enrh_ssml"	2400	.31693299	.12540938	.03450301	.01742683	.01159604	.00604263
"1 to 3"	"s1_enrh_ssmh"	990	.29630147	.16797943	.07439456	.0255422	.02190651	.01786843
"1 to 3"	"s1_enrh_ssrl"	2300	.31211984	.11974957	.03854499	.01957048	.01306236	.00698631
"1 to 3"	"s1_enrh_ssrh"	950	.2679877	.13713081	.07383857	.02425536	.02219156	.01606642
"1 to 3"	"s1_enrh_swdy"	750	.37283117	.16696756	.07436961	.03384523	.02472337	.01865192
"1 to 3"	"s1_enrh_swdn"	4170	.27239407	.11734853	.04112027	.01591053	.01070996	.00633455
"1 to 3"	"s1_min1_all"	5300	.22931107	.10992882	.03736738	.012375	.00894006	.00602159
"1 to 3"	"s1_min1_male"	2660	.24169088	.11142816	.03278805	.01642044	.01331159	.00734061
"1 to 3"	"s1_min1_female"	2640	.21665694	.10839625	.04204817	.01290879	.00996746	.0086497
"1 to 3"	"s1_min1_ethblk"	170	.24851311	-99	-99	.05665827	-99	-99
"1 to 3"	"s1_min1_ethlat"	350	.2599071	.09083115	.02916129	.04660525	.02399067	.01316282
"1 to 3"	"s1_min1_ethwht"	4200	.22245487	.11503594	.03979196	.01378347	.00979058	.00710844
"1 to 3"	"s1_min1_ethapi"	380	.28684961	.07307638	-99	.03088238	.0290562	-99
"1 to 3"	"s1_min1_sesl"	1410	.28445814	.11215408	.02293065	.02370421	.01724783	.00732178
"1 to 3"	"s1_min1_sesh"	1370	.16564793	.07117318	.03913101	.01708389	.01497358	.01063923
"1 to 3"	"s1_min1_ssml"	1800	.28284661	.13264817	.02719225	.02127601	.01431971	.00765357
"1 to 3"	"s1_min1_ssmh"	1310	.20405337	.10673211	.04565832	.0214289	.01661125	.01194762
"1 to 3"	"s1_min1_ssrl"	1880	.26518052	.13053003	.03601975	.01876844	.01593846	.00989643
"1 to 3"	"s1_min1_ssrh"	1150	.19225191	.08629591	.03041271	.02036869	.01373251	.00758274
"1 to 3"	"s1_min1_swdy"	840	.29380732	.14958003	.06556215	.02869969	.02679282	.0207605
"1 to 3"	"s1_min1_swdn"	4140	.20371864	.09355251	.03174513	.01333899	.00919036	.00508627
"1 to 3"	"s1_min2_all"	1700	.3390477	.17098055	.06349819	.0252805	.02065372	.01652189
"1 to 3"	"s1_min2_male"	910	.32894815	.13654243	.04086654	.03592482	.02407547	.01441422
"1 to 3"	"s1_min2_female"	790	.35121364	.21246478	.09076032	.03046284	.02832476	.02348138
"1 to 3"	"s1_min2_ethblk"	270	.39908305	.17947486	.05040907	.0376059	.02939445	.0188128
"1 to 3"	"s1_min2_ethlat"	290	.38977455	.18168709	.04479454	.03940476	.03748943	.02376478
"1 to 3"	"s1_min2_ethwht"	790	.30892894	.17393549	.07893867	.03465995	.02987359	.02411977
"1 to 3"	"s1_min2_ethapi"	280	.19750656	.13069477	.05218099	.03662726	.03359033	.02811479
"1 to 3"	"s1_min2_sesl"	560	.37606803	.17930743	.05031691	.03589428	.02722353	.01891414
"1 to 3"	"s1_min2_sesh"	280	.33279359	.17815817	.08994378	.04715724	.04045619	.03493581
"1 to 3"	"s1_min2_ssml"	700	.38330139	.17599491	.04968312	.02563455	.02599633	.01542917
"1 to 3"	"s1_min2_ssmh"	340	.32965301	.18468298	.10413814	.04632093	.0427498	.03572427
"1 to 3"	"s1_min2_ssrl"	680	.36706557	.15645547	.03915138	.0325734	.02612614	.01581413
"1 to 3"	"s1_min2_ssrh"	340	.3491045	.19041859	.09701174	.05309853	.0452965	.03227675
"1 to 3"	"s1_min2_swdy"	250	.37194031	.12629507	-99	.04442768	.03524969	-99
"1 to 3"	"s1_min2_swdn"	1240	.32845381	.17950239	.07382509	.0294326	.02203073	.01867692
"1 to 3"	"s1_min3_all"	3180	.34973415	.11403693	.02986915	.02049017	.01195713	.00477743
"1 to 3"	"s1_min3_male"	1580	.36278001	.12179083	.02859688	.02343112	.01418467	.00515137
"1 to 3"	"s1_min3_female"	1600	.33643809	.10613434	.03116583	.02494453	.01500016	.00712879
"1 to 3"	"s1_min3_ethblk"	1060	.39475043	.09926578	.03460925	.03581027	.01511689	.00956236
"1 to 3"	"s1_min3_ethlat"	1360	.29055367	.10885978	.02934743	.01998454	.01799707	.00790491
"1 to 3"	"s1_min3_ethwht"	380	.41107067	.15677322	-99	.0497445	.02992531	-99
"1 to 3"	"s1_min3_ethapi"	220	.31277471	.08445299	-99	.05352699	.0228673	-99
"1 to 3"	"s1_min3_sesl"	1820	.34200912	.11330163	.02243689	.02495359	.01472176	.00492331
"1 to 3"	"s1_min3_sesh"	180	.4377328	.1567465	-99	.06017821	.04538985	-99
"1 to 3"	"s1_min3_ssml"	1790	.32917558	.10288835	.02823958	.02205324	.01281787	.0057846
"1 to 3"	"s1_min3_ssmh"	240	.40849463	.18218268	-99	.05032876	.03559617	-99
"1 to 3"	"s1_min3_ssrl"	1640	.35197459	.10541614	.03054143	.02350085	.0132669	.00619551
"1 to 3"	"s1_min3_ssrh"	290	.33327119	.15233296	.05430745	.05012163	.0351603	.01731532
"1 to 3"	"s1_min3_swdy"	380	.4135246	.12977468	.05476693	.04570362	.02890789	.01877638
"1 to 3"	"s1_min3_swdn"	2340	.33812152	.11678706	.02705753	.0220679	.01298954	.0057337
"1 to 3"	"s1_frl1_all"	3040	.22636819	.13053213	.03943315	.01649669	.01376057	.0063717
"1 to 3"	"s1_frl1_male"	1530	.23440152	.12733778	.03314446	.0214272	.01753939	.00833111
"1 to 3"	"s1_frl1_female"	1510	.21816485	.13379409	.04585493	.01836859	.01605061	.00944029
"1 to 3"	"s1_frl1_ethblk"	110	.26553404	-99	-99	.08836864	-99	-99
"1 to 3"	"s1_frl1_ethlat"	270	.30208861	.13260724	.03966503	.05151284	.03328752	.01752983
"1 to 3"	"s1_frl1_ethwht"	2310	.21341887	.13086383	.03997908	.01732999	.01489836	.00791305
"1 to 3"	"s1_frl1_ethapi"	220	.26919357	.13478753	.04801376	.04366368	.0445941	.01495318
"1 to 3"	"s1_frl1_sesl"	430	.31390996	.18098855	.02904174	.03390594	.02983183	.00687965
"1 to 3"	"s1_frl1_sesh"	1140	.17255358	.07991109	.04187029	.020985	.01627875	.01061944
"1 to 3"	"s1_frl1_ssml"	880	.28951824	.17624954	.03591716	.03163921	.02807494	.01331056
"1 to 3"	"s1_frl1_ssmh"	900	.21285888	.12066089	.04361634	.02306407	.02093376	.01144959
"1 to 3"	"s1_frl1_ssrl"	920	.25976983	.15780476	.03035152	.02516834	.02571517	.00892648
"1 to 3"	"s1_frl1_ssrh"	810	.19689061	.10044531	.03721333	.02605794	.0168211	.00939082
"1 to 3"	"s1_frl1_swdy"	450	.26283582	.17155192	.05211653	.04067423	.03409285	.01986238
"1 to 3"	"s1_frl1_swdn"	2400	.20962651	.11268086	.03772161	.01646421	.01211741	.00589642
"1 to 3"	"s1_frl2_all"	2600	.30470103	.13641977	.05688981	.0228881	.01524822	.01193722
"1 to 3"	"s1_frl2_male"	1360	.30733652	.12511611	.03907744	.02886178	.01580636	.01219293
"1 to 3"	"s1_frl2_female"	1230	.30165684	.14947639	.0774645	.02478921	.0207475	.01665649
"1 to 3"	"s1_frl2_ethblk"	250	.41031887	.11251774	.04330458	.0538102	.03097603	.01897504
"1 to 3"	"s1_frl2_ethlat"	290	.34713617	.18557015	.06138126	.0396184	.0406419	.02840394
"1 to 3"	"s1_frl2_ethwht"	1690	.2801316	.13494649	.0590123	.02397353	.01717091	.01366321
"1 to 3"	"s1_frl2_ethapi"	260	.28003922	.08140835	.05166994	.04346344	.04106318	.03470387
"1 to 3"	"s1_frl2_sesl"	890	.33606199	.14414352	.04660516	.03268534	.02321161	.01600614
"1 to 3"	"s1_frl2_sesh"	410	.27889139	.14750657	.08008024	.0351705	.0323333	.0296566
"1 to 3"	"s1_frl2_ssml"	990	.33387245	.13452238	.04391704	.02968713	.01957809	.01182041
"1 to 3"	"s1_frl2_ssmh"	560	.30217595	.14675011	.08098554	.03707573	.02637708	.02519207
"1 to 3"	"s1_frl2_ssrl"	990	.32740515	.13285431	.04923331	.03090844	.02000728	.01456603
"1 to 3"	"s1_frl2_ssrh"	500	.28805124	.14518755	.08232161	.03748155	.03431841	.02583036
"1 to 3"	"s1_frl2_swdy"	420	.37050281	.13908711	.05261736	.04336176	.02921316	.01791497
"1 to 3"	"s1_frl2_swdn"	1970	.28375334	.13403582	.05822092	.02350819	.0160001	.01317068
"1 to 3"	"s1_frl34_all"	4160	.32250322	.11192168	.03021018	.0168747	.0092065	.00520053
"1 to 3"	"s1_frl34_male"	2070	.33585995	.11166067	.03055284	.01970703	.01344515	.00612558
"1 to 3"	"s1_frl34_female"	2090	.30884155	.11218864	.02985968	.02016387	.01194689	.00721589
"1 to 3"	"s1_frl34_ethblk"	1100	.38169212	.10566469	.03045538	.03431744	.01546428	.00830064
"1 to 3"	"s1_frl34_ethlat"	1360	.29643627	.10582305	.02393639	.02246676	.01725023	.00689365
"1 to 3"	"s1_frl34_ethwht"	1190	.29110118	.12334441	.03860169	.02771229	.01599909	.01246491
"1 to 3"	"s1_frl34_ethapi"	360	.27444606	.07969983	-99	.0387031	.02034647	-99
"1 to 3"	"s1_frl34_sesl"	2330	.32566527	.10939095	.02194387	.0209335	.01186618	.00491627
"1 to 3"	"s1_frl34_sesh"	220	.34411818	.11006211	-99	.06149148	.03704948	-99
"1 to 3"	"s1_frl34_ssml"	2290	.33270528	.11156958	.02686818	.02013744	.01147317	.00523676
"1 to 3"	"s1_frl34_ssmh"	370	.30651705	.15040447	.05770278	.04325312	.03423037	.02750424
"1 to 3"	"s1_frl34_ssrl"	2140	.341871	.11246895	.03101454	.02093482	.0122188	.00665626
"1 to 3"	"s1_frl34_ssrh"	400	.31311956	.12158867	.02864548	.03712823	.02449674	.01058806
"1 to 3"	"s1_frl34_swdy"	560	.364068	.11539041	.0564765	.04087522	.02244307	.01907283
"1 to 3"	"s1_frl34_swdn"	3050	.30657972	.11280844	.02716492	.0176663	.01140178	.00545315
"1 to 3"	"s1_dsize1_all"	2610	.23352163	.1352494	.03210173	.03301175	.01066875	.00905522
"1 to 3"	"s1_dsize1_male"	1320	.21986387	.11764471	.02455787	.03742	.01670671	.00916686
"1 to 3"	"s1_dsize1_female"	1290	.24727749	.15298055	.03969978	.03248145	.01336152	.0142618
"1 to 3"	"s1_dsize1_ethblk"	160	.30081287	.19455414	-99	.05045514	.04420978	-99
"1 to 3"	"s1_dsize1_ethlat"	250	.34304294	.19811795	.04469986	.076198	.04368565	.02030478
"1 to 3"	"s1_dsize1_ethwht"	2040	.21173292	.12217269	.0310761	.02981948	.01193597	.01088199
"1 to 3"	"s1_dsize1_ethapi"	80	.21310006	.14058978	-99	.05530489	.07827304	-99
"1 to 3"	"s1_dsize1_sesl"	850	.27402107	.14681017	-99	.04822635	.02406331	-99
